CheckInDate,CheckOutDate,RateAmount,BookingStatus,RoomType,Channel,GuestName,GuestCountry,RepeatGuest
2025-09-12,2025-09-13,194.83,Confirmed,Deluxe,Booking.com,,,true
2025-08-07,2025-08-09,338.83,Confirmed,Deluxe,Direct,,,true
2024-05-21,2024-05-23,125.62,Confirmed,Single,Booking.com,,,true
2025-12-16,2025-12-24,911.23,Confirmed,Deluxe,Booking.com,,,true
2023-01-27,2023-01-31,43.50,Cancelled,Single,Direct,,,true
2025-07-18,2025-07-20,242.88,Confirmed,Double,Booking.com,,,true
2025-12-07,2025-12-08,158.90,Confirmed,Deluxe,Expedia,,,true
2025-08-29,2025-09-06,622.73,Confirmed,Single,Expedia,,,true
2025-03-04,2025-03-06,107.26,Confirmed,Single,Direct,,,true
2023-11-20,2023-11-26,1127.76,Confirmed,Family,Direct,,,false
2023-04-12,2023-04-15,270.24,Confirmed,Double,Booking.com,,,true
2025-02-01,2025-02-05,353.59,Confirmed,Double,Agoda,,,true
2025-05-10,2025-05-12,113.27,Confirmed,Single,Direct,,,true
2025-11-03,2025-11-08,58.01,Cancelled,Single,Booking.com,,,true
2025-12-29,2025-12-31,114.73,Cancelled,Suite,Expedia,,,true
2025-05-12,2025-05-14,122.51,Confirmed,Double,Expedia,,,true
2023-08-09,2023-08-10,78.10,Confirmed,Double,Agoda,,,true
2024-11-05,2024-11-06,89.73,Confirmed,Double,Direct,,,true
2023-11-25,2023-12-03,2051.01,Confirmed,Suite,Booking.com,,,true
2025-06-23,2025-06-25,265.58,Confirmed,Deluxe,Agoda,,,true
2025-04-06,2025-04-09,193.80,Confirmed,Single,Agoda,,,true
2023-08-16,2023-08-18,631.72,Confirmed,Suite,Agoda,,,true
2023-09-29,2023-10-01,344.57,Confirmed,Family,Agoda,,,true
2023-03-11,2023-03-15,7.67,Cancelled,Double,Direct,,,true
2024-05-16,2024-05-18,278.92,Confirmed,Deluxe,Booking.com,,,true
2023-03-06,2023-03-07,45.50,Confirmed,Single,Direct,,,true
2025-03-23,2025-03-28,488.64,Confirmed,Deluxe,Agoda,,,true
2023-11-18,2023-11-24,810.53,Cancelled,Suite,Expedia,,,true
2024-09-08,2024-09-11,175.56,Confirmed,Single,Booking.com,,,true
2025-03-09,2025-03-12,114.39,Confirmed,Single,Expedia,,,true
2023-12-22,2023-12-24,344.44,Confirmed,Family,Booking.com,,,true
2025-11-14,2025-11-16,202.94,Confirmed,Double,Expedia,,,true
2025-02-28,2025-03-04,1293.52,Confirmed,Suite,Expedia,,,true
2024-10-18,2024-10-21,249.96,Confirmed,Deluxe,Direct,,,true
2025-10-20,2025-10-24,601.38,Confirmed,Deluxe,Expedia,,,true
2023-04-24,2023-05-03,1078.56,Confirmed,Deluxe,Booking.com,,,true
2024-11-24,2024-12-02,610.18,Confirmed,Deluxe,Direct,,,false
2023-10-22,2023-10-23,76.97,Confirmed,Deluxe,Direct,,,true
2024-11-15,2024-11-17,249.98,Confirmed,Deluxe,Expedia,,,true
2025-11-11,2025-11-16,368.80,Confirmed,Double,Expedia,,,true
2023-08-27,2023-08-30,216.90,Confirmed,Double,Booking.com,,,true
2025-01-19,2025-01-22,480.87,Confirmed,Suite,Expedia,,,true
2023-03-15,2023-03-19,836.40,Confirmed,Family,Expedia,,,true
2023-03-28,2023-03-29,128.02,Confirmed,Deluxe,Booking.com,,,true
2025-02-26,2025-02-28,161.62,Confirmed,Deluxe,Booking.com,,,true
2024-04-25,2024-04-28,228.28,Confirmed,Double,Booking.com,,,true
2023-03-11,2023-03-19,7.67,Cancelled,Single,Expedia,,,true
2024-09-17,2024-09-19,135.58,Confirmed,Single,Direct,,,true
2025-08-28,2025-08-31,371.18,Confirmed,Deluxe,Booking.com,,,false
2023-09-16,2023-09-20,384.79,Confirmed,Double,Direct,,,true
2025-09-07,2025-09-09,157.07,Confirmed,Double,Booking.com,,,true
2024-04-22,2024-04-27,596.70,Confirmed,Deluxe,Direct,,,true
2025-02-10,2025-02-18,7.67,Cancelled,Single,Booking.com,,,true
2023-07-04,2023-07-06,62.46,Cancelled,Deluxe,Expedia,,,true
2023-09-15,2023-09-16,30.71,Cancelled,Double,Agoda,,,true
2024-06-23,2024-07-02,949.90,Confirmed,Deluxe,Agoda,,,true
2023-12-31,2024-01-02,406.50,Confirmed,Suite,Expedia,,,true
2025-09-02,2025-09-13,1345.14,Cancelled,Suite,Direct,,,true
2026-01-25,2026-01-31,7.67,Cancelled,Deluxe,Direct,,,false
2025-02-02,2025-02-11,1912.65,Confirmed,Suite,Direct,,,true
2024-04-25,2024-04-29,670.66,Confirmed,Deluxe,Direct,,,true
2024-04-27,2024-04-29,345.76,Confirmed,Deluxe,Agoda,,,true
2025-06-03,2025-06-06,7.67,Cancelled,Double,Booking.com,,,true
2023-06-21,2023-06-22,91.18,Confirmed,Double,Expedia,,,true
2025-02-19,2025-02-22,427.19,Confirmed,Family,Direct,,,true
2023-08-23,2023-09-04,1529.19,Confirmed,Deluxe,Booking.com,,,true
2024-01-14,2024-01-24,594.45,Confirmed,Single,Expedia,,,true
2026-01-14,2026-01-16,111.13,Confirmed,Single,Booking.com,,,true
2023-09-17,2023-09-22,232.61,Confirmed,Single,Agoda,,,true
2023-10-28,2023-11-01,284.10,Confirmed,Double,Direct,,,true
2025-04-21,2025-04-22,144.58,Confirmed,Deluxe,Direct,,,true
2025-05-22,2025-05-28,827.28,Confirmed,Family,Agoda,,,true
2024-06-10,2024-06-12,120.20,Confirmed,Double,Agoda,,,true
2025-07-18,2025-07-25,377.35,Confirmed,Single,Direct,,,true
2024-01-02,2024-01-08,294.75,Confirmed,Single,Booking.com,,,true
2025-11-11,2025-11-14,135.73,Confirmed,Double,Direct,,,true
2024-11-21,2024-11-29,91.04,Cancelled,Single,Booking.com,,,true
2025-10-30,2025-11-04,293.50,Confirmed,Single,Direct,,,true
2024-07-14,2024-07-15,79.73,Confirmed,Double,Booking.com,,,true
2024-07-19,2024-07-24,680.39,Confirmed,Double,Direct,,,true
2024-08-06,2024-08-09,152.87,Confirmed,Single,Direct,,,false
2025-12-12,2025-12-18,705.54,Confirmed,Double,Booking.com,,,true
2025-03-03,2025-03-06,127.94,Confirmed,Single,Direct,,,true
2023-04-28,2023-04-29,65.01,Confirmed,Single,Direct,,,true
2025-04-02,2025-04-08,169.44,Cancelled,Single,Agoda,,,true
2024-09-22,2024-09-23,7.67,Cancelled,Family,Direct,,,true
2025-05-16,2025-05-17,75.77,Confirmed,Single,Expedia,,,true
2025-02-18,2025-02-23,347.85,Confirmed,Double,Direct,,,true
2023-04-25,2023-05-01,368.16,Confirmed,Single,Booking.com,,,true
2025-08-18,2025-08-21,7.67,Cancelled,Suite,Direct,,,true
2023-06-22,2023-06-26,654.66,Confirmed,Deluxe,Direct,,,true
2025-06-08,2025-06-11,161.16,Confirmed,Single,Direct,,,true
2025-03-19,2025-03-22,256.50,Confirmed,Family,Direct,,,false
2024-06-03,2024-06-04,244.59,Confirmed,Suite,Booking.com,,,false
2024-11-26,2024-12-01,1588.80,Confirmed,Suite,Direct,,,true
2024-03-16,2024-03-19,87.19,Confirmed,Double,Direct,,,true
2023-07-06,2023-07-07,102.88,Confirmed,Double,Expedia,,,true
2025-08-31,2025-09-03,135.26,Cancelled,Deluxe,Expedia,,,true
2025-07-31,2025-08-05,1948.80,Confirmed,Suite,Expedia,,,true
2025-07-17,2025-07-18,28.65,Cancelled,Double,Agoda,,,true
2023-10-04,2023-10-08,496.51,Confirmed,Family,Booking.com,,,true
2023-02-28,2023-03-02,101.90,Confirmed,Single,Agoda,,,true
2023-08-21,2023-08-23,361.51,Confirmed,Deluxe,Agoda,,,true
2023-06-19,2023-06-20,192.00,Confirmed,Family,Booking.com,,,true
2023-03-26,2023-03-31,242.68,Confirmed,Single,Booking.com,,,true
2025-11-30,2025-12-01,79.84,Confirmed,Deluxe,Expedia,,,true
2024-08-02,2024-08-07,301.09,Cancelled,Family,Agoda,,,true
2024-10-21,2024-10-24,260.01,Confirmed,Double,Booking.com,,,true
2023-08-17,2023-08-23,606.54,Confirmed,Double,Booking.com,,,true
2023-11-02,2023-11-06,779.92,Confirmed,Suite,Booking.com,,,true
2024-05-14,2024-05-17,261.63,Confirmed,Double,Expedia,,,true
2025-07-30,2025-08-02,189.59,Confirmed,Single,Agoda,,,true
2025-09-23,2025-10-01,519.84,Confirmed,Single,Booking.com,,,true
2023-04-21,2023-04-29,1281.11,Confirmed,Family,Direct,,,true
2024-07-21,2024-07-22,96.68,Confirmed,Double,Agoda,,,true
2025-08-13,2025-08-15,7.67,Cancelled,Family,Agoda,,,true
2023-04-18,2023-04-19,115.42,Confirmed,Family,Booking.com,,,true
2025-08-29,2025-09-01,978.58,Confirmed,Suite,Booking.com,,,true
2023-05-12,2023-05-22,878.96,Confirmed,Double,Agoda,,,true
2024-04-24,2024-04-25,65.60,Confirmed,Double,Direct,,,true
2023-03-04,2023-03-06,166.28,Confirmed,Double,Direct,,,true
2025-09-26,2025-09-29,163.08,Confirmed,Single,Expedia,,,true
2024-09-20,2024-09-22,584.68,Confirmed,Suite,Direct,,,true
2025-07-15,2025-07-21,1294.56,Confirmed,Deluxe,Booking.com,,,true
2023-07-12,2023-07-20,1191.90,Confirmed,Deluxe,Direct,,,true
2023-11-01,2023-11-09,370.44,Confirmed,Double,Agoda,,,true
2026-01-10,2026-01-11,33.30,Cancelled,Double,Booking.com,,,true
2023-12-01,2023-12-05,873.85,Confirmed,Family,Direct,,,true
2023-03-03,2023-03-05,159.38,Confirmed,Double,Expedia,,,true
2024-11-29,2024-12-07,2376.50,Confirmed,Suite,Direct,,,true
2024-11-19,2024-11-23,534.12,Confirmed,Family,Agoda,,,true
2025-07-07,2025-07-10,486.48,Confirmed,Deluxe,Direct,,,true
2023-12-28,2023-12-30,90.51,Confirmed,Single,Booking.com,,,true
2025-12-14,2025-12-25,1049.39,Confirmed,Double,Expedia,,,true
2024-08-04,2024-08-11,750.05,Confirmed,Double,Expedia,,,true
2025-09-26,2025-10-02,1354.16,Confirmed,Family,Agoda,,,true
2023-02-20,2023-02-22,141.14,Confirmed,Double,Direct,,,true
2024-09-02,2024-09-05,63.53,Cancelled,Single,Direct,,,true
2023-07-14,2023-07-18,1738.84,Confirmed,Suite,Booking.com,,,true
2024-09-17,2024-09-19,716.62,Confirmed,Suite,Direct,,,true
2023-08-09,2023-08-16,487.56,Confirmed,Single,Direct,,,false
2023-11-30,2023-12-03,609.24,Confirmed,Family,Direct,,,true
2025-04-04,2025-04-06,120.29,Confirmed,Single,Expedia,,,true
2024-05-23,2024-05-28,432.32,Confirmed,Double,Agoda,,,true
2025-11-16,2025-11-25,443.31,Confirmed,Single,Direct,,,true
2024-07-24,2024-07-25,141.24,Confirmed,Family,Agoda,,,true
2024-01-10,2024-01-13,183.21,Confirmed,Single,Booking.com,,,true
2023-05-27,2023-05-28,119.58,Confirmed,Double,Direct,,,false
2023-06-27,2023-07-01,58.06,Cancelled,Single,Booking.com,,,true
2023-10-26,2023-10-27,63.75,Confirmed,Deluxe,Booking.com,,,true
2025-10-12,2025-10-16,256.97,Confirmed,Double,Direct,,,false
2023-03-31,2023-04-02,230.16,Confirmed,Deluxe,Agoda,,,true
2025-09-17,2025-09-29,1212.39,Confirmed,Deluxe,Booking.com,,,true
2024-07-02,2024-07-03,70.30,Confirmed,Single,Expedia,,,true
2023-03-05,2023-03-12,779.89,Confirmed,Family,Agoda,,,true
2025-10-17,2025-10-20,95.58,Cancelled,Double,Expedia,,,true
2024-07-12,2024-07-15,441.86,Confirmed,Double,Booking.com,,,true
2025-09-09,2025-09-10,108.68,Confirmed,Deluxe,Booking.com,,,true
2025-01-18,2025-01-20,201.78,Confirmed,Deluxe,Booking.com,,,true
2023-12-31,2024-01-01,80.57,Confirmed,Single,Direct,,,true
2025-05-23,2025-05-25,374.16,Confirmed,Deluxe,Agoda,,,true
2025-06-21,2025-06-26,376.50,Confirmed,Single,Direct,,,true
2025-04-21,2025-04-25,302.64,Confirmed,Single,Booking.com,,,true
2023-01-23,2023-01-24,75.35,Confirmed,Double,Direct,,,true
2024-03-26,2024-03-27,45.91,Confirmed,Single,Expedia,,,true
2024-10-18,2024-10-19,63.08,Confirmed,Single,Direct,,,false
2025-10-27,2025-11-01,292.80,Confirmed,Single,Agoda,,,true
2023-04-07,2023-04-08,190.50,Confirmed,Family,Booking.com,,,false
2023-12-30,2024-01-06,647.70,Confirmed,Double,Direct,,,true
2025-10-17,2025-10-20,199.26,Confirmed,Single,Booking.com,,,true
2024-12-20,2024-12-22,133.67,Confirmed,Double,Direct,,,true
2024-05-25,2024-05-29,408.04,Confirmed,Double,Expedia,,,true
2023-09-29,2023-10-01,154.13,Confirmed,Double,Expedia,,,true
2025-02-22,2025-02-28,694.12,Confirmed,Deluxe,Expedia,,,true
2023-10-14,2023-10-17,253.93,Confirmed,Double,Booking.com,,,false
2025-03-04,2025-03-10,793.10,Confirmed,Family,Booking.com,,,true
2023-02-14,2023-02-15,63.72,Confirmed,Double,Direct,,,true
2025-07-23,2025-07-25,311.70,Confirmed,Deluxe,Direct,,,true
2025-06-04,2025-06-09,361.30,Confirmed,Single,Expedia,,,true
2025-09-29,2025-09-30,81.39,Confirmed,Double,Agoda,,,true
2025-11-08,2025-11-17,625.54,Confirmed,Double,Agoda,,,true
2025-12-15,2025-12-20,585.41,Confirmed,Deluxe,Booking.com,,,false
2023-07-18,2023-07-19,190.32,Confirmed,Suite,Booking.com,,,true
2023-07-27,2023-07-30,180.60,Confirmed,Single,Booking.com,,,true
2024-04-29,2024-05-06,7.67,Cancelled,Double,Booking.com,,,true
2024-07-31,2024-08-04,623.66,Confirmed,Deluxe,Direct,,,true
2023-03-15,2023-03-17,149.64,Confirmed,Double,Direct,,,true
2025-10-01,2025-10-07,448.65,Confirmed,Double,Direct,,,true
2023-02-16,2023-02-17,119.04,Confirmed,Deluxe,Expedia,,,true
2025-10-03,2025-10-06,214.08,Confirmed,Single,Booking.com,,,false
2024-02-09,2024-02-12,181.66,Confirmed,Single,Direct,,,true
2024-08-24,2024-08-28,542.64,Confirmed,Family,Expedia,,,true
2023-04-03,2023-04-06,252.94,Confirmed,Deluxe,Direct,,,true
2023-12-05,2023-12-10,348.03,Confirmed,Single,Expedia,,,true
2023-10-12,2023-10-18,345.12,Confirmed,Single,Agoda,,,false
2025-01-15,2025-01-17,299.18,Confirmed,Family,Direct,,,true
2023-06-10,2023-06-13,488.43,Confirmed,Deluxe,Booking.com,,,true
2025-08-25,2025-09-05,409.94,Confirmed,Single,Direct,,,true
2025-06-27,2025-06-29,197.02,Confirmed,Double,Booking.com,,,true
2025-10-22,2025-10-30,337.55,Confirmed,Single,Expedia,,,true
2025-05-23,2025-05-26,404.00,Confirmed,Deluxe,Booking.com,,,true
2024-09-03,2024-09-06,600.51,Confirmed,Suite,Direct,,,true
2023-04-29,2023-05-03,312.80,Confirmed,Single,Direct,,,true
2025-01-13,2025-01-19,732.91,Confirmed,Deluxe,Booking.com,,,true
2024-05-18,2024-05-20,125.73,Confirmed,Single,Expedia,,,true
2024-04-27,2024-05-03,1992.76,Confirmed,Suite,Expedia,,,true
2024-10-16,2024-10-26,821.18,Confirmed,Deluxe,Booking.com,,,true
2024-02-06,2024-02-08,118.12,Confirmed,Double,Direct,,,true
2023-11-29,2023-11-30,138.63,Confirmed,Family,Expedia,,,true
2025-01-07,2025-01-09,454.01,Confirmed,Suite,Direct,,,true
2024-08-10,2024-08-14,726.33,Confirmed,Deluxe,Direct,,,true
2025-11-19,2025-11-21,318.12,Confirmed,Deluxe,Agoda,,,true
2023-02-19,2023-02-24,320.85,Confirmed,Double,Booking.com,,,false
2025-11-05,2025-11-06,56.56,Confirmed,Double,Direct,,,true
2023-08-16,2023-08-18,7.67,Cancelled,Family,Agoda,,,true
2024-07-29,2024-07-31,129.56,Confirmed,Single,Agoda,,,true
2023-06-26,2023-06-28,90.32,Cancelled,Deluxe,Agoda,,,true
2025-02-24,2025-02-26,96.17,Confirmed,Single,Agoda,,,true
2025-09-11,2025-09-15,655.88,Confirmed,Family,Direct,,,true
2026-01-10,2026-01-14,354.52,Confirmed,Double,Expedia,,,true
2025-08-19,2025-08-20,97.50,Confirmed,Double,Direct,,,true
2024-05-30,2024-06-04,853.20,Confirmed,Deluxe,Direct,,,true
2023-09-24,2023-09-26,90.24,Confirmed,Single,Agoda,,,true
2025-09-19,2025-09-21,165.87,Confirmed,Double,Direct,,,true
2023-11-26,2023-11-27,34.86,Cancelled,Family,Expedia,,,true
2025-04-09,2025-04-10,88.65,Confirmed,Double,Booking.com,,,true
2023-04-08,2023-04-09,179.44,Confirmed,Family,Agoda,,,true
2023-08-18,2023-08-24,670.32,Confirmed,Double,Agoda,,,true
2025-12-30,2026-01-01,136.15,Confirmed,Double,Agoda,,,true
2025-07-01,2025-07-02,52.53,Confirmed,Single,Expedia,,,true
2025-11-05,2025-11-09,225.07,Confirmed,Single,Agoda,,,true
2025-08-16,2025-08-22,1170.55,Confirmed,Deluxe,Direct,,,true
2024-11-29,2024-12-04,857.48,Confirmed,Family,Booking.com,,,true
2023-07-26,2023-07-31,366.98,Confirmed,Single,Expedia,,,true
2023-07-16,2023-07-20,1571.68,Confirmed,Suite,Agoda,,,true
2025-05-24,2025-05-27,635.31,Confirmed,Family,Booking.com,,,false
2024-09-01,2024-09-04,61.85,Confirmed,Single,Agoda,,,true
2025-10-05,2025-10-10,324.41,Confirmed,Single,Expedia,,,true
2024-02-21,2024-02-23,429.71,Confirmed,Suite,Direct,,,true
2025-09-16,2025-09-20,549.36,Confirmed,Deluxe,Agoda,,,true
2023-07-10,2023-07-14,305.66,Confirmed,Double,Direct,,,true
2024-12-16,2024-12-18,198.50,Confirmed,Double,Direct,,,true
2025-10-05,2025-10-07,130.04,Confirmed,Double,Expedia,,,true
2024-05-08,2024-05-13,262.14,Cancelled,Family,Booking.com,,,true
2023-08-26,2023-08-29,262.20,Confirmed,Single,Expedia,,,true
2025-10-01,2025-10-03,183.02,Confirmed,Double,Agoda,,,true
2025-09-12,2025-09-13,68.21,Confirmed,Single,Expedia,,,true
2023-04-24,2023-04-30,1284.24,Confirmed,Family,Booking.com,,,true
2024-03-31,2024-04-03,150.00,Confirmed,Single,Agoda,,,true
2025-02-14,2025-02-17,197.76,Confirmed,Double,Agoda,,,true
2025-03-29,2025-04-01,7.67,Cancelled,Double,Direct,,,false
2025-07-10,2025-07-14,213.45,Confirmed,Single,Agoda,,,true
2024-11-17,2024-11-23,1677.51,Confirmed,Suite,Booking.com,,,true
2024-04-01,2024-04-09,529.79,Confirmed,Double,Direct,,,true
2024-09-22,2024-09-25,566.66,Cancelled,Suite,Agoda,,,true
2026-01-17,2026-01-20,225.00,Confirmed,Deluxe,Booking.com,,,true
2024-05-30,2024-06-01,562.61,Confirmed,Suite,Direct,,,true
2023-12-23,2023-12-27,344.08,Confirmed,Single,Booking.com,,,true
2024-03-13,2024-03-21,425.45,Confirmed,Single,Expedia,,,true
2024-07-25,2024-07-26,37.11,Confirmed,Single,Expedia,,,true
2023-06-11,2023-06-13,7.67,Cancelled,Double,Agoda,,,true
2025-04-23,2025-04-25,197.62,Confirmed,Double,Booking.com,,,false
2025-05-12,2025-05-16,304.08,Confirmed,Double,Booking.com,,,false
2023-01-17,2023-01-20,497.19,Confirmed,Suite,Direct,,,true
2024-08-25,2024-08-29,747.14,Confirmed,Family,Direct,,,true
2025-06-23,2025-06-30,844.72,Confirmed,Deluxe,Booking.com,,,true
2024-05-11,2024-05-12,245.05,Confirmed,Family,Agoda,,,true
2025-02-01,2025-02-14,1021.06,Confirmed,Double,Booking.com,,,true
2024-07-15,2024-07-17,119.00,Confirmed,Single,Booking.com,,,true
2025-03-09,2025-03-12,238.77,Confirmed,Double,Agoda,,,true
2024-10-04,2024-10-06,119.36,Confirmed,Single,Direct,,,true
2025-04-13,2025-04-16,333.00,Confirmed,Double,Direct,,,true
2025-01-25,2025-02-01,665.33,Cancelled,Suite,Booking.com,,,true
2023-03-27,2023-03-28,101.17,Confirmed,Family,Direct,,,true
2025-05-31,2025-06-09,965.44,Confirmed,Double,Booking.com,,,true
2024-05-14,2024-05-15,147.16,Confirmed,Deluxe,Expedia,,,true
2025-04-05,2025-04-08,232.28,Confirmed,Single,Agoda,,,true
2025-07-24,2025-07-27,280.60,Confirmed,Double,Direct,,,true
2025-09-03,2025-09-17,839.90,Confirmed,Double,Direct,,,true
2025-02-11,2025-02-13,150.96,Confirmed,Double,Booking.com,,,true
2025-08-06,2025-08-07,148.27,Confirmed,Deluxe,Booking.com,,,false
2023-04-25,2023-04-27,192.42,Confirmed,Double,Direct,,,true
2023-11-21,2023-11-23,182.50,Confirmed,Deluxe,Expedia,,,true
2023-11-03,2023-11-06,143.35,Confirmed,Single,Direct,,,true
2025-08-29,2025-09-01,267.76,Confirmed,Single,Booking.com,,,false
2023-10-11,2023-10-12,91.40,Confirmed,Double,Expedia,,,true
2024-12-16,2024-12-22,371.76,Confirmed,Single,Booking.com,,,true
2023-12-14,2023-12-20,549.12,Confirmed,Double,Booking.com,,,false
2024-11-04,2024-11-10,274.98,Confirmed,Single,Booking.com,,,true
2024-04-06,2024-04-17,905.26,Confirmed,Deluxe,Expedia,,,true
2023-10-21,2023-10-24,254.25,Confirmed,Double,Booking.com,,,true
2024-03-02,2024-03-06,209.86,Cancelled,Family,Direct,,,true
2024-04-29,2024-05-01,144.90,Confirmed,Single,Direct,,,true
2023-10-08,2023-10-09,105.17,Confirmed,Double,Booking.com,,,true
2023-04-17,2023-04-21,510.30,Confirmed,Deluxe,Direct,,,false
2024-02-20,2024-02-24,246.48,Confirmed,Double,Booking.com,,,true
2025-10-25,2025-11-03,1117.96,Confirmed,Family,Booking.com,,,true
2023-03-04,2023-03-11,442.12,Confirmed,Double,Direct,,,true
2025-09-12,2025-09-15,300.15,Confirmed,Double,Direct,,,true
2024-03-18,2024-03-24,572.63,Confirmed,Deluxe,Expedia,,,false
2025-12-13,2025-12-20,448.18,Confirmed,Single,Agoda,,,true
2024-10-12,2024-10-15,242.94,Confirmed,Double,Agoda,,,false
2024-01-06,2024-01-07,45.32,Confirmed,Single,Direct,,,true
2024-06-12,2024-06-14,395.58,Confirmed,Family,Direct,,,true
2025-06-22,2025-06-23,194.36,Confirmed,Family,Agoda,,,true
2026-02-07,2026-02-14,475.59,Confirmed,Double,Expedia,,,true
2023-06-15,2023-06-16,7.67,Cancelled,Single,Expedia,,,true
2024-06-15,2024-06-19,167.29,Cancelled,Double,Expedia,,,true
2025-05-05,2025-05-10,7.67,Cancelled,Deluxe,Direct,,,true
2025-09-28,2025-10-02,527.80,Confirmed,Deluxe,Booking.com,,,true
2023-08-25,2023-08-28,222.90,Confirmed,Single,Agoda,,,false
2024-03-05,2024-03-09,184.68,Confirmed,Single,Booking.com,,,true
2024-01-30,2024-02-02,261.84,Confirmed,Double,Booking.com,,,true
2024-08-13,2024-08-18,7.67,Cancelled,Deluxe,Direct,,,true
2025-08-10,2025-08-11,212.47,Confirmed,Family,Agoda,,,true
2023-12-06,2023-12-08,390.37,Confirmed,Family,Agoda,,,true
2025-08-01,2025-08-03,452.02,Confirmed,Family,Direct,,,false
2024-07-19,2024-07-26,619.75,Confirmed,Double,Expedia,,,true
2025-12-14,2025-12-16,194.34,Confirmed,Double,Direct,,,true
2024-03-26,2024-03-30,145.84,Confirmed,Single,Agoda,,,true
2024-01-04,2024-01-07,198.69,Confirmed,Double,Agoda,,,true
2023-08-06,2023-08-18,2930.47,Confirmed,Suite,Booking.com,,,true
2025-05-29,2025-05-31,323.10,Confirmed,Deluxe,Agoda,,,true
2023-05-25,2023-05-27,210.02,Confirmed,Double,Booking.com,,,false
2024-03-09,2024-03-15,444.83,Confirmed,Single,Expedia,,,true
2024-08-30,2024-09-06,267.74,Cancelled,Family,Agoda,,,true
2024-08-18,2024-08-23,536.45,Confirmed,Double,Direct,,,true
2025-03-12,2025-03-23,170.78,Cancelled,Single,Expedia,,,true
2025-01-26,2025-01-30,448.76,Confirmed,Deluxe,Booking.com,,,true
2023-12-28,2023-12-31,174.22,Confirmed,Single,Direct,,,true
2023-04-20,2023-04-23,155.17,Confirmed,Single,Booking.com,,,true
2024-07-18,2024-07-19,56.58,Confirmed,Single,Direct,,,true
2024-06-10,2024-06-19,432.38,Confirmed,Single,Booking.com,,,true
2024-10-02,2024-10-08,477.21,Confirmed,Deluxe,Direct,,,true
2024-09-25,2024-09-26,84.44,Confirmed,Double,Direct,,,true
2025-12-04,2025-12-09,267.40,Confirmed,Single,Agoda,,,false
2025-08-30,2025-09-05,343.80,Confirmed,Single,Direct,,,true
2025-11-07,2025-11-08,42.13,Cancelled,Double,Booking.com,,,true
2025-03-17,2025-03-18,60.86,Confirmed,Single,Expedia,,,true
2024-11-13,2024-11-16,491.58,Confirmed,Family,Booking.com,,,true
2024-07-27,2024-07-29,186.56,Confirmed,Double,Direct,,,true
2025-07-28,2025-07-31,503.81,Cancelled,Family,Agoda,,,true
2025-12-24,2025-12-25,144.36,Confirmed,Family,Direct,,,true
